NAME,STATEFP,STATE_ABBR,SCOPE,CATEGORY,OWNER_CLASS,ITEM_TYPE,DATASET_NAME,SOURCE_ACCREDITATION,URL,DATA_AGE,DESCRIPTION,APPLICABLE_SYSTEM_TYPES,MIN_SYSTEM_SIZE_MW,MAX_SYSTEM_SIZE_MW,COST,STATUS,EFFECTIVE_DATE,EXPIRY_DATE,TIMEFRAME_DAYS
,09,CT,state,incentive,,,Connecticut Green Energy Building Solutions,,https://programs.dsireusa.org/system/program/CT,,"Program-level record for a solar incentive available in Connecticut, categorized as Green Building Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,09,CT,state,incentive,,,Smart-E loans,,https://www.ctgreenbank.com/programs/smart-e-loans/,,"Program-level record for a solar incentive available in Connecticut, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,50000.0,active,,,
,09,CT,state,incentive,,,The United Illuminating Company - ZREC and LREC Long Term Contracts,,https://www.uinet.com/wps/portal/uinet/saveenergy/rebates,,"Program-level record for a solar incentive available in Connecticut, categorized as Solar Renewable Energy Credit Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,09,CT,state,incentive,,,State incentives overview - CT,,https://programs.dsireusa.org/system/program/CT,,"Program-level record for a solar incentive available in Connecticut. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,09,CT,state,incentive,,,Eversource renewable energy solutions,,https://www.eversource.com/content/ct-c/residential/save-money-energy/clean-energy-options/renewable-energy-solutions,,"Official state or utility program source for solar incentive information in Connecticut. Typically includes program summaries, eligibility criteria, incentive structure, application instructions, and administrator guidance.",,,,,expired,,,
,09,CT,state,regulation,,,Energy Efficiency Requirements for State Government,,https://www.solarqcgroup.com/solar-incentives/CT/4961/energy-efficiency-requirements-state-government,,"Jurisdiction-level solar policy or regulatory requirement in Connecticut, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
,09,CT,state,regulation,,,Non-Residential Renewable Energy Solutions,,https://programs.dsireusa.org/system/program/detail/22451/non-residential-renewable-energy-solutions,,"Jurisdiction-level solar policy or regulatory requirement in Connecticut, categorized as Net Metering. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,,,
,09,CT,state,regulation,,,Residential Renewable Energy Solutions,,https://portal.ct.gov/pura/electric/office-of-technical-and-regulatory-analysis/clean-energy-programs/residential-renewable-energy-solutions-program,,"Jurisdiction-level solar policy or regulatory requirement in Connecticut, categorized as Net Metering. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,"April 1, 2024",,
,09,CT,state,regulation,,,Local Option - Building Permit Fee Waivers for Renewable Energy Projects,,https://www.solarqcgroup.com/solar-incentives/CT/4958/local-option-building-permit-fee-waivers-for-renewable-energy-projects,,"Jurisdiction-level solar policy or regulatory requirement in Connecticut, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
,09,CT,state,regulation,,,Renewables Portfolio Standard,,https://portal.ct.gov/pura/rps/renewable-portfolio-standards-overview,,"Jurisdiction-level solar policy or regulatory requirement in Connecticut, categorized as Renewables Portfolio Standard. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,,,
,09,CT,state,regulation,,,Shared Clean Energy Facility (SCEF) Program,,https://portal.ct.gov/deep/energy/shared-clean-energy-facilities/shared-clean-energy-facilities,,"Jurisdiction-level solar policy or regulatory requirement in Connecticut, categorized as Community Solar Rules. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,"January 1, 2026",,
,09,CT,state,regulation,,,Connecticut Green Power Purchase Plan,,https://portal.ct.gov/deep/energy/renewable-energy/renewable-energy,,"Jurisdiction-level solar policy or regulatory requirement in Connecticut, categorized as Green Power Purchasing. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,pending,,,
,10,DE,state,incentive,,,Delaware Green Energy Program,,https://energy.delaware.gov/residential/green-energy-programs/,,"Official state or utility program source for solar incentive information in Delaware. Typically includes program summaries, eligibility criteria, incentive structure, application instructions, and administrator guidance.",,,,,error,,,
,13,GA,state,incentive,,,Central Georgia EMC - Home Plus Loan for Energy Efficiency Upgrades,,https://www.cgemc.com/homeplus-loan-program,,"Program-level record for a solar incentive available in Georgia, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,13,GA,state,incentive,,,State incentives overview - GA,,https://programs.dsireusa.org/system/program/GA,,"Program-level record for a solar incentive available in Georgia. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,"January 1, 2011",,
,13,GA,state,regulation,,,City of Atlanta - Sustainable Development Design Standards,,https://www.solarqcgroup.com/solar-incentives/GA/3759/city-of-atlanta-sustainable-development-design-standards,,"Jurisdiction-level solar policy or regulatory requirement in Georgia, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,2.0,amended,12/9/2003,,
,13,GA,state,regulation,,,City of Chamblee - LEED Requirement for Public and Commercial Buildings,,https://www.solarqcgroup.com/solar-incentives/GA/3049/city-of-chamblee-leed-requirement-for-public-and-commercial-buildings,,"Jurisdiction-level solar policy or regulatory requirement in Georgia, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,3/18/2008,,
